,Date,Vis_Team,Inning,Batting,Outs,Balls,Strikes,Pitch_Sequence,Vis_Score,Home_Score,Batter,Batter_Hand,Pitcher,Pitcher_Hand,First_Runner,Second_Runner,Third_Runner,Event_Text,Is_Leadoff,Event_Type,RBI,Event_Number
1718,PIT201905240,LAN,7,1,2,1,2,CTBH,9,2,marts002,R,strir001,R,,fraza001,,HP,F,16,0,65
1719,PIT201905240,LAN,7,1,2,3,2,BSFBBX,9,2,polag001,L,strir001,R,marts002,fraza001,,6/P,F,2,0,66
1726,PIT201905240,LAN,8,1,0,0,0,..X,10,2,bellj005,R,alexs001,L,,,,53/G,T,2,0,73
1727,PIT201905240,LAN,8,1,1,3,1,CBBBX,10,2,reynb001,R,alexs001,L,,,,63/G,F,2,0,74
1728,PIT201905240,LAN,8,1,2,2,2,.CSBFBFFX,10,2,elmoj001,R,alexs001,L,,,,9/L,F,2,0,75
1733,PIT201905240,LAN,9,1,0,2,2,.BCSBX,10,2,diaze005,R,garcy001,R,,,,31/G,T,2,0,80
1734,PIT201905240,LAN,9,1,1,3,2,BBFCBFX,10,2,tuckc001,L,garcy001,R,,,,7/F,F,2,0,81
1735,PIT201905240,LAN,9,1,2,1,2,CSFBFX,10,2,newmk001,R,garcy001,R,,,,9/F,F,2,0,82
1741,PIT201905250,LAN,1,1,0,0,0,X,1,0,fraza001,L,ryu-h001,L,,,,53/G,T,2,0,6
1742,PIT201905250,LAN,1,1,1,0,2,CSS,1,0,reynb001,R,ryu-h001,L,,,,K,F,3,0,7
1743,PIT201905250,LAN,1,1,2,0,2,SCS,1,0,marts002,R,ryu-h001,L,,,,K,F,3,0,8
1748,PIT201905250,LAN,2,1,0,2,0,BBX,1,0,bellj005,R,ryu-h001,L,,,,D8/L+,T,21,0,13
1749,PIT201905250,LAN,2,1,0,1,0,BX,1,0,cabrm002,R,ryu-h001,L,,bellj005,,FC2/G.2-H(E2/TH)(NR);B-2,F,19,0,14
1750,PIT201905250,LAN,2,1,0,0,1,CX,1,1,newmk001,R,ryu-h001,L,,cabrm002,,13/G,F,2,0,15
1751,PIT201905250,LAN,2,1,1,2,2,CBFBX,1,1,cervf001,R,ryu-h001,L,,cabrm002,,S8/L.2-3,F,20,0,16
1752,PIT201905250,LAN,2,1,1,2,2,BFBFX,1,1,tuckc001,R,ryu-h001,L,cervf001,,cabrm002,S8/G.3-H;1-2,F,20,1,17
1753,PIT201905250,LAN,2,1,1,0,1,LX,1,2,musgj001,R,ryu-h001,L,tuckc001,cervf001,,14/BG/SH.2-3;1-2,F,2,0,18
1754,PIT201905250,LAN,2,1,2,0,2,CFFX,1,2,fraza001,L,ryu-h001,L,,tuckc001,cervf001,63/G,F,2,0,19
1760,PIT201905250,LAN,3,1,0,0,2,CFS,2,2,reynb001,R,ryu-h001,L,,,,K,T,3,0,25
1761,PIT201905250,LAN,3,1,1,1,0,BX,2,2,marts002,R,ryu-h001,L,,,,S8/L,F,20,0,26
1762,PIT201905250,LAN,3,1,1,0,0,X,2,2,bellj005,R,ryu-h001,L,marts002,,,S7/L.1-2,F,20,0,27
1763,PIT201905250,LAN,3,1,1,0,0,X,2,2,cabrm002,R,ryu-h001,L,bellj005,marts002,,64(1)3/GDP,F,2,0,28
1769,PIT201905250,LAN,4,1,0,3,2,CBCBFFBFX,3,2,newmk001,R,ryu-h001,L,,,,S5/G-,T,20,0,34
1770,PIT201905250,LAN,4,1,0,2,0,.BBX,3,2,diaze005,R,ryu-h001,L,newmk001,,,D8/F.1-3,F,21,0,35
1771,PIT201905250,LAN,4,1,0,1,0,BX,3,2,tuckc001,R,ryu-h001,L,,diaze005,newmk001,8/F,F,2,0,36
1772,PIT201905250,LAN,4,1,1,0,1,FX,3,2,musgj001,R,ryu-h001,L,,diaze005,newmk001,9/L,F,2,0,37
1773,PIT201905250,LAN,4,1,2,1,2,CFBFX,3,2,fraza001,L,ryu-h001,L,,diaze005,newmk001,8/L,F,2,0,38
1780,PIT201905250,LAN,5,1,0,2,2,FBBFFFX,6,2,reynb001,R,ryu-h001,L,,,,S8/L,T,20,0,45
1781,PIT201905250,LAN,5,1,0,0,0,X,6,2,marts002,R,ryu-h001,L,reynb001,,,S3/BG-.1-2,F,20,0,46
1782,PIT201905250,LAN,5,1,0,3,1,BSBBX,6,2,bellj005,R,ryu-h001,L,marts002,reynb001,,64(1)3/GDP.2-3,F,2,0,47
1783,PIT201905250,LAN,5,1,2,0,1,CX,6,2,cabrm002,R,ryu-h001,L,,,reynb001,53/G,F,2,0,48
1789,PIT201905250,LAN,6,1,0,1,2,CCFBX,7,2,newmk001,R,ryu-h001,L,,,,D8/L,T,21,0,54
1790,PIT201905250,LAN,6,1,0,2,2,CFB*BX,7,2,diaze005,R,ryu-h001,L,,newmk001,,53/G,F,2,0,55
1791,PIT201905250,LAN,6,1,1,1,2,CFFBX,7,2,tuckc001,R,ryu-h001,L,,newmk001,,63/G.2-3,F,2,0,56
1792,PIT201905250,LAN,6,1,2,3,1,BBBCX,7,2,elmoj001,R,ryu-h001,L,,,newmk001,9/F,F,2,0,57
1798,PIT201905250,LAN,7,1,0,1,2,...CBFX,7,2,fraza001,L,uriaj001,L,,,,31/G,T,2,0,63
1799,PIT201905250,LAN,7,1,1,1,1,SBX,7,2,reynb001,R,uriaj001,L,,,,63/G,F,2,0,64
1800,PIT201905250,LAN,7,1,2,1,2,BSFFX,7,2,marts002,R,uriaj001,L,,,,S1/G-.B-2(E1/TH),F,20,0,65
1801,PIT201905250,LAN,7,1,2,3,2,FBSF*BBFX,7,2,bellj005,R,uriaj001,L,,marts002,,13/G,F,2,0,66
1805,PIT201905250,LAN,8,1,0,0,2,.SSS,7,2,morac001,L,uriaj001,L,,,,K,T,3,0,70
1806,PIT201905250,LAN,8,1,1,0,1,CX,7,2,newmk001,R,uriaj001,L,,,,53/G,F,2,0,71
1807,PIT201905250,LAN,8,1,2,2,2,BTFBS,7,2,diaze005,R,uriaj001,L,,,,K,F,3,0,72
1813,PIT201905250,LAN,9,1,0,1,0,.BX,7,2,tuckc001,R,alexs001,L,,,,6/L+,T,2,0,78
1814,PIT201905250,LAN,9,1,1,0,0,X,7,2,elmoj001,R,alexs001,L,,,,63/G,F,2,0,79
1815,PIT201905250,LAN,9,1,2,3,2,CBBSBX,7,2,fraza001,L,alexs001,L,,,,43/G,F,2,0,80
1821,PIT201905260,LAN,1,1,0,1,1,CBX,0,0,fraza001,L,maedk001,R,,,,31/G,T,2,0,6
1822,PIT201905260,LAN,1,1,1,1,1,CBX,0,0,polag001,L,maedk001,R,,,,8/F,F,2,0,7
1823,PIT201905260,LAN,1,1,2,1,2,CBFX,0,0,marts002,R,maedk001,R,,,,63/G,F,2,0,8
1830,PIT201905260,LAN,2,1,0,0,2,FFX,1,0,bellj005,L,maedk001,R,,,,S8/L,T,20,0,15
1831,PIT201905260,LAN,2,1,0,3,0,BBBX,1,0,reynb001,L,maedk001,R,bellj005,,,HR/9/F.1-H,F,23,2,16
1832,PIT201905260,LAN,2,1,0,0,0,X,1,2,morac001,L,maedk001,R,,,,S8/L,F,20,0,17
1833,PIT201905260,LAN,2,1,0,2,2,BSF*BS,1,2,diaze005,R,maedk001,R,morac001,,,K,F,3,0,18
1834,PIT201905260,LAN,2,1,1,3,2,BFBFFBFFX,1,2,newmk001,R,maedk001,R,morac001,,,3/P,F,2,0,19
1835,PIT201905260,LAN,2,1,2,1,2,SBCS,1,2,archc001,R,maedk001,R,morac001,,,K,F,3,0,20
1840,PIT201905260,LAN,3,1,0,0,0,X,1,2,fraza001,L,maedk001,R,,,,3/G,T,2,0,25
1841,PIT201905260,LAN,3,1,1,3,2,CBBCFBX,1,2,polag001,L,maedk001,R,,,,6/P5F,F,2,0,26
1842,PIT201905260,LAN,3,1,2,2,2,SSFBFBS,1,2,marts002,R,maedk001,R,,,,K,F,3,0,27
1847,PIT201905260,LAN,4,1,0,0,1,SX,1,2,bellj005,L,maedk001,R,,,,31/G,T,2,0,32
1848,PIT201905260,LAN,4,1,1,2,2,SSBBX,1,2,reynb001,L,maedk001,R,,,,23/G-,F,2,0,33
1849,PIT201905260,LAN,4,1,2,0,2,CFX,1,2,morac001,L,maedk001,R,,,,S9/G,F,20,0,34
1850,PIT201905260,LAN,4,1,2,2,2,SBFBFFX,1,2,diaze005,R,maedk001,R,morac001,,,8/F,F,2,0,35
1859,PIT201905260,LAN,5,1,0,0,2,CFFX,4,2,newmk001,R,maedk001,R,,,,13/G-,T,2,0,44
1860,PIT201905260,LAN,5,1,1,1,1,.BFX,4,2,osunj001,R,maedk001,R,,,,53/G,F,2,0,45
1861,PIT201905260,LAN,5,1,2,1,0,BX,4,2,fraza001,L,maedk001,R,,,,HR/8/F,F,23,1,46
1862,PIT201905260,LAN,5,1,2,1,2,FSBS,4,3,polag001,L,maedk001,R,,,,K,F,3,0,47
1874,PIT201905260,LAN,6,1,0,1,0,..BX,10,3,marts002,R,fergc001,L,,,,4/P,T,2,0,59
1875,PIT201905260,LAN,6,1,1,3,2,FCBBBB,10,3,bellj005,R,fergc001,L,,,,W,F,14,0,60
1876,PIT201905260,LAN,6,1,1,0,0,X,10,3,reynb001,R,fergc001,L,bellj005,,,S9/G.1-2,F,20,0,61
1877,PIT201905260,LAN,6,1,1,0,0,X,10,3,morac001,L,fergc001,L,reynb001,bellj005,,S7/F.2-H;1-3,F,20,1,62
1878,PIT201905260,LAN,6,1,1,1,2,FBCX,10,4,diaze005,R,fergc001,L,morac001,,reynb001,S9/G.3-H;1-2,F,20,1,63
1879,PIT201905260,LAN,6,1,1,1,0,*BX,10,5,newmk001,R,fergc001,L,diaze005,morac001,,13/G.2-3;1-2,F,2,0,64
1880,PIT201905260,LAN,6,1,2,0,0,.X,10,5,cabrm002,R,fergc001,L,,diaze005,morac001,S8/G.3-H;2-3,F,20,1,65
1881,PIT201905260,LAN,6,1,2,1,2,BTTX,10,6,fraza001,L,fergc001,L,cabrm002,,diaze005,16(1)/FO/G,F,2,0,66
1887,PIT201905260,LAN,7,1,0,0,0,.X,11,6,polag001,L,baezp001,R,,,,5/P,T,2,0,72
1888,PIT201905260,LAN,7,1,1,3,0,BBBB,11,6,marts002,R,baezp001,R,,,,W,F,14,0,73
1889,PIT201905260,LAN,7,1,1,1,1,SBX,11,6,bellj005,L,baezp001,R,marts002,,,7/F,F,2,0,74
1890,PIT201905260,LAN,7,1,2,0,1,SX,11,6,reynb001,L,baezp001,R,marts002,,,13/G,F,2,0,75
1894,PIT201905260,LAN,8,1,0,1,2,..CSBFT,11,6,morac001,L,garcy001,R,,,,K,T,3,0,79
1895,PIT201905260,LAN,8,1,1,0,1,CX,11,6,diaze005,R,garcy001,R,,,,9/F,F,2,0,80
1896,PIT201905260,LAN,8,1,2,1,2,BCFFFX,11,6,newmk001,R,garcy001,R,,,,S5/G,F,20,0,81
1897,PIT201905260,LAN,8,1,2,2,2,.BCSBS,11,6,tuckc001,L,garcy001,R,newmk001,,,K,F,3,0,82
1902,PIT201905260,LAN,9,1,0,1,2,.CTBFX,11,6,fraza001,L,strir001,R,,,,S8/G,T,20,0,87
1903,PIT201905260,LAN,9,1,0,0,0,X,11,6,polag001,L,strir001,R,fraza001,,,D8/L+.1-H,F,21,1,88
1904,PIT201905260,LAN,9,1,0,0,0,X,11,7,marts002,R,strir001,R,,polag001,,8/F,F,2,0,89
1905,PIT201905260,LAN,9,1,1,0,0,X,11,7,bellj005,L,strir001,R,,polag001,,63/G.2-3,F,2,0,90
1906,PIT201905260,LAN,9,1,2,3,2,FF*BF*BFBFS,11,7,reynb001,L,strir001,R,,,polag001,K,F,3,0,91
1914,PIT201905300,MIL,1,1,0,1,2,BCCX,2,0,newmk001,R,andec001,R,,,,23/G-,T,2,0,8
1915,PIT201905300,MIL,1,1,1,3,2,CBBSBS,2,0,polag001,L,andec001,R,,,,K,F,3,0,9
1916,PIT201905300,MIL,1,1,2,0,2,SFC,2,0,marts002,R,andec001,R,,,,K,F,3,0,10
1922,PIT201905300,MIL,2,1,0,3,2,BBSBFX,3,0,bellj005,L,andec001,R,,,,D6/L,T,21,0,16
1923,PIT201905300,MIL,2,1,0,0,2,FTFX,3,0,reynb001,L,andec001,R,,bellj005,,S9/F.2-3,F,20,0,17
1924,PIT201905300,MIL,2,1,0,1,2,C111FBFFFS,3,0,morac001,L,andec001,R,reynb001,,bellj005,K,F,3,0,18
1925,PIT201905300,MIL,2,1,1,0,2,FFX,3,0,diaze005,R,andec001,R,reynb001,,bellj005,S8/G.3-H;1-3,F,20,1,19
1926,PIT201905300,MIL,2,1,1,2,2,BCFFFFBX,3,1,fraza001,L,andec001,R,diaze005,,reynb001,5/P5F,F,2,0,20
1927,PIT201905300,MIL,2,1,2,0,2,FCFX,3,1,musgj001,R,andec001,R,diaze005,,reynb001,53/G,F,2,0,21
1933,PIT201905300,MIL,3,1,0,0,1,CX,5,1,newmk001,R,andec001,R,,,,S7/G,T,20,0,27
1934,PIT201905300,MIL,3,1,0,3,2,TBSFBBFS,5,1,polag001,L,andec001,R,newmk001,,,K,F,3,0,28
1935,PIT201905300,MIL,3,1,1,3,2,1CBFBFBX,5,1,marts002,R,andec001,R,newmk001,,,64(1)/FO/G,F,2,0,29
1936,PIT201905300,MIL,3,1,2,0,0,X,5,1,bellj005,L,andec001,R,marts002,,,9/L,F,2,0,30
1942,PIT201905300,MIL,4,1,0,1,2,CBFS,5,1,reynb001,L,andec001,R,,,,K,T,3,0,36
1943,PIT201905300,MIL,4,1,1,0,0,X,5,1,morac001,L,andec001,R,,,,HR/89/F,F,23,1,37
1944,PIT201905300,MIL,4,1,1,0,0,X,5,2,diaze005,R,andec001,R,,,,S8/L,F,20,0,38
1945,PIT201905300,MIL,4,1,1,0,0,X,5,2,fraza001,L,andec001,R,diaze005,,,8/L,F,2,0,39
1946,PIT201905300,MIL,4,1,2,0,1,CX,5,2,musgj001,R,andec001,R,diaze005,,,9/F,F,2,0,40
1952,PIT201905300,MIL,5,1,0,1,2,CBCFFFX,5,2,newmk001,R,andec001,R,,,,4/P,T,2,0,46
1953,PIT201905300,MIL,5,1,1,3,2,BSBBSB,5,2,polag001,L,andec001,R,,,,W,F,14,0,47
1954,PIT201905300,MIL,5,1,1,0,2,TFH,5,2,marts002,R,andec001,R,polag001,,,HP.1-2,F,16,0,48
1955,PIT201905300,MIL,5,1,1,3,1,BBBCX,5,2,bellj005,L,andec001,R,marts002,polag001,,8/F,F,2,0,49
1956,PIT201905300,MIL,5,1,2,0,0,X,5,2,reynb001,L,andec001,R,marts002,polag001,,43/G,F,2,0,50
1960,PIT201905300,MIL,6,1,0,0,0,.X,5,2,morac001,L,jeffj001,R,,,,63/G,T,2,0,54
1961,PIT201905300,MIL,6,1,1,1,1,CBX,5,2,diaze005,R,jeffj001,R,,,,53/G,F,2,0,55
1962,PIT201905300,MIL,6,1,2,1,1,BSX,5,2,fraza001,L,jeffj001,R,,,,8/F,F,2,0,56
1970,PIT201905300,MIL,7,1,0,1,1,BFX,5,2,tuckc001,L,jeffj001,R,,,,S9/G,T,20,0,64
1971,PIT201905300,MIL,7,1,0,1,2,SF*BX,5,2,newmk001,R,jeffj001,R,tuckc001,,,64(1)/FO/G,F,2,0,65
1972,PIT201905300,MIL,7,1,1,1,2,BFFC,5,2,polag001,L,jeffj001,R,newmk001,,,K,F,3,0,66
1973,PIT201905300,MIL,7,1,2,3,2,1BBTBFC,5,2,marts002,R,jeffj001,R,newmk001,,,K,F,3,0,67
1981,PIT201905300,MIL,8,1,0,1,2,..SBFS,7,2,bellj005,L,burnc002,R,,,,K,T,3,0,75
1982,PIT201905300,MIL,8,1,1,2,2,CBSBX,7,2,reynb001,L,burnc002,R,,,,S5/G-,F,20,0,76
1983,PIT201905300,MIL,8,1,1,3,0,B1BBB,7,2,morac001,L,burnc002,R,reynb001,,,W.1-2,F,14,0,77
1984,PIT201905300,MIL,8,1,1,0,1,SX,7,2,diaze005,R,burnc002,R,morac001,reynb001,,23/G-.2-3;1-2,F,2,0,78
1985,PIT201905300,MIL,8,1,2,1,1,.BCX,7,2,cabrm002,L,burnc002,R,,morac001,reynb001,D8/L+.3-H;2-H,F,21,2,79
1986,PIT201905300,MIL,8,1,2,2,0,*BBX,7,4,tuckc001,L,burnc002,R,,cabrm002,,S7/L.2-H,F,20,1,80
1987,PIT201905300,MIL,8,1,2,3,2,.BFFBFBC,7,5,newmk001,R,hadej001,L,tuckc001,,,K,F,3,0,81
1996,PIT201905300,MIL,9,1,0,0,1,.CX,11,5,polag001,L,albem001,R,,,,4/L,T,2,0,90
1997,PIT201905300,MIL,9,1,1,1,2,BCFS,11,5,marts002,R,albem001,R,,,,K,F,3,0,91
1998,PIT201905300,MIL,9,1,2,2,1,SBBX,11,5,bellj005,L,albem001,R,,,,8/F,F,2,0,92
2002,PIT201905310,MIL,1,1,0,1,2,FCBX,0,0,newmk001,R,chacj001,R,,,,9/F,T,2,0,4
2003,PIT201905310,MIL,1,1,1,3,2,BBFFFFFBX,0,0,polag001,L,chacj001,R,,,,8/F,F,2,0,5
2004,PIT201905310,MIL,1,1,2,0,0,X,0,0,marts002,R,chacj001,R,,,,S8/L,F,20,0,6
2005,PIT201905310,MIL,1,1,2,2,2,BSSBB,0,0,bellj005,L,chacj001,R,marts002,,,SB2,F,4,0,7
2006,PIT201905310,MIL,1,1,2,3,2,BSSBB.X,0,0,bellj005,L,chacj001,R,,marts002,,S7/G+.2-H,F,20,1,8
2007,PIT201905310,MIL,1,1,2,2,0,*BBX,0,1,reynb001,L,chacj001,R,bellj005,,,4/L,F,2,0,9
2011,PIT201905310,MIL,2,1,0,1,1,CBX,0,1,morac001,L,chacj001,R,,,,43/G,T,2,0,13
2012,PIT201905310,MIL,2,1,1,1,1,BFX,0,1,stalj001,R,chacj001,R,,,,13/G,F,2,0,14
2013,PIT201905310,MIL,2,1,2,1,2,FCBX,0,1,fraza001,L,chacj001,R,,,,S7/G,F,20,0,15
2014,PIT201905310,MIL,2,1,2,1,2,BSCS,0,1,archc001,R,chacj001,R,fraza001,,,K,F,3,0,16
2019,PIT201905310,MIL,3,1,0,0,1,CX,1,1,newmk001,R,chacj001,R,,,,S7/L,T,20,0,21
2020,PIT201905310,MIL,3,1,0,1,0,BX,1,1,polag001,L,chacj001,R,newmk001,,,S7/L.1-3(E7),F,20,0,22
2021,PIT201905310,MIL,3,1,0,1,2,BCF11X,1,1,marts002,R,chacj001,R,polag001,,newmk001,S8/L.3-H;1-2,F,20,1,23
2022,PIT201905310,MIL,3,1,0,3,2,F*B*BF*BX,1,2,bellj005,L,chacj001,R,marts002,polag001,,8/L+,F,2,0,24
2023,PIT201905310,MIL,3,1,1,3,1,BBCBB,1,2,reynb001,L,chacj001,R,marts002,polag001,,W.2-3;1-2,F,14,0,25
2024,PIT201905310,MIL,3,1,1,3,0,*B*BBB,1,2,morac001,L,chacj001,R,reynb001,marts002,polag001,W.3-H;2-3;1-2,F,14,1,26
2025,PIT201905310,MIL,3,1,1,2,2,CBFFBS,1,3,stalj001,R,chacj001,R,morac001,reynb001,marts002,K,F,3,0,27
2026,PIT201905310,MIL,3,1,2,3,1,BCBBB,1,3,fraza001,L,chacj001,R,morac001,reynb001,marts002,W.3-H;2-3;1-2,F,14,1,28
2027,PIT201905310,MIL,3,1,2,3,1,BBBCB,1,4,archc001,R,chacj001,R,fraza001,morac001,reynb001,W.3-H;2-3;1-2,F,14,1,29
2028,PIT201905310,MIL,3,1,2,0,2,.CFX,1,5,newmk001,R,peraf001,R,archc001,fraza001,morac001,S7/L.3-H;2-H;1-3,F,20,2,30
2029,PIT201905310,MIL,3,1,2,0,2,SFS,1,7,polag001,L,peraf001,R,newmk001,,archc001,K,F,3,0,31
2038,PIT201905310,MIL,4,1,0,0,0,X,4,7,marts002,R,peraf001,R,,,,63/G,T,2,0,40
2039,PIT201905310,MIL,4,1,1,2,2,CFBBX,4,7,bellj005,L,peraf001,R,,,,S8/G,F,20,0,41
2040,PIT201905310,MIL,4,1,1,0,1,SX,4,7,reynb001,L,peraf001,R,bellj005,,,S7/L.1-2,F,20,0,42
2041,PIT201905310,MIL,4,1,1,2,2,BCBFX,4,7,morac001,L,peraf001,R,reynb001,bellj005,,41/G.2-3;1-2,F,2,0,43
2042,PIT201905310,MIL,4,1,2,0,2,CSS,4,7,stalj001,R,peraf001,R,,reynb001,bellj005,K,F,3,0,44
2046,PIT201905310,MIL,5,1,0,1,1,BCX,4,7,fraza001,L,peraf001,R,,,,6/P,T,2,0,48
2047,PIT201905310,MIL,5,1,1,0,2,CFFX,4,7,archc001,R,peraf001,R,,,,13/G,F,2,0,49
2048,PIT201905310,MIL,5,1,2,2,1,CBBX,4,7,newmk001,R,peraf001,R,,,,2/P2F,F,2,0,50
2053,PIT201905310,MIL,6,1,0,1,2,BCST,4,7,polag001,L,peraf001,R,,,,K,T,3,0,55
2054,PIT201905310,MIL,6,1,1,0,1,CX,4,7,marts002,R,peraf001,R,,,,S5/BG,F,20,0,56
2055,PIT201905310,MIL,6,1,1,2,1,BBFX,4,7,bellj005,L,peraf001,R,marts002,,,7/F,F,2,0,57
2056,PIT201905310,MIL,6,1,2,0,0,11X,4,7,reynb001,L,peraf001,R,marts002,,,S6/G.1-2,F,20,0,58
2057,PIT201905310,MIL,6,1,2,0,0,X,4,7,morac001,L,peraf001,R,reynb001,marts002,,S7/L.2-H;1-3,F,20,1,59
2058,PIT201905310,MIL,6,1,2,2,2,BFSBFX,4,8,stalj001,R,peraf001,R,morac001,,reynb001,FC1/G.3-H(UR)(NR);1X3(1E4);B-2(E4/TH),F,19,0,60
2059,PIT201905310,MIL,6,1,2,3,0,VVVV,4,9,fraza001,L,peraf001,R,,stalj001,morac001,IW,F,15,0,61
2060,PIT201905310,MIL,6,1,2,0,2,CFX,4,9,archc001,R,peraf001,R,fraza001,stalj001,morac001,4/P3F,F,2,0,62
2064,PIT201905310,MIL,7,1,0,0,1,..FX,4,9,newmk001,R,claua001,L,,,,3/P3F,T,2,0,66
2065,PIT201905310,MIL,7,1,1,1,1,BSX,4,9,polag001,L,claua001,L,,,,13/G,F,2,0,67
2066,PIT201905310,MIL,7,1,2,2,2,BFCFBX,4,9,marts002,R,claua001,L,,,,13/G,F,2,0,68
2070,PIT201905310,MIL,8,1,0,0,1,CX,4,9,bellj005,R,claua001,L,,,,63/G,T,2,0,72
2071,PIT201905310,MIL,8,1,1,2,2,CBSBX,4,9,reynb001,R,claua001,L,,,,43/G+,F,2,0,73
2072,PIT201905310,MIL,8,1,2,0,1,FX,4,9,morac001,L,claua001,L,,,,S8/L+,F,20,0,74
2073,PIT201905310,MIL,8,1,2,1,2,SSBX,4,9,stalj001,R,claua001,L,morac001,,,53/G,F,2,0,75
2084,PIT201906010,MIL,1,1,0,0,2,CFX,2,0,newmk001,R,woodb005,R,,,,63/G,T,2,0,7
2085,PIT201906010,MIL,1,1,1,1,2,CBFC,2,0,polag001,L,woodb005,R,,,,K,F,3,0,8
2086,PIT201906010,MIL,1,1,2,0,2,FFX,2,0,marts002,R,woodb005,R,,,,S9/L,F,20,0,9
2087,PIT201906010,MIL,1,1,2,0,2,FSS,2,0,bellj005,L,woodb005,R,marts002,,,K,F,3,0,10
2094,PIT201906010,MIL,2,1,0,2,2,BFTBFFS,4,0,cabrm002,L,woodb005,R,,,,K,T,3,0,17
2095,PIT201906010,MIL,2,1,1,1,2,BFSFFS,4,0,morac001,L,woodb005,R,,,,K,F,3,0,18
2096,PIT201906010,MIL,2,1,2,2,0,BBX,4,0,diaze005,R,woodb005,R,,,,S8/G,F,20,0,19
2097,PIT201906010,MIL,2,1,2,0,0,X,4,0,fraza001,L,woodb005,R,diaze005,,,S9/L.1-2,F,20,0,20
2098,PIT201906010,MIL,2,1,2,0,1,CX,4,0,kingn001,R,woodb005,R,fraza001,diaze005,,6(1)/FO/G,F,2,0,21
2104,PIT201906010,MIL,3,1,0,1,1,CBX,5,0,newmk001,R,woodb005,R,,,,9/F,T,2,0,27
2105,PIT201906010,MIL,3,1,1,2,0,BBX,5,0,polag001,L,woodb005,R,,,,S7/L,F,20,0,28
2106,PIT201906010,MIL,3,1,1,1,2,CBFX,5,0,marts002,R,woodb005,R,polag001,,,S9/G.1-2,F,20,0,29
2107,PIT201906010,MIL,3,1,1,1,2,BFFFX,5,0,bellj005,L,woodb005,R,marts002,polag001,,46(1)/FO/G.2-3,F,2,0,30
2108,PIT201906010,MIL,3,1,2,0,1,FX,5,0,cabrm002,L,woodb005,R,bellj005,,polag001,S8/G.3-H;1-3,F,20,1,31
2109,PIT201906010,MIL,3,1,2,3,1,BS*BBB,5,1,morac001,L,woodb005,R,cabrm002,,bellj005,W.1-2,F,14,0,32
2110,PIT201906010,MIL,3,1,2,0,1,FX,5,1,diaze005,R,woodb005,R,morac001,cabrm002,bellj005,D8/F+.3-H;2-H;1-H,F,21,3,33
2111,PIT201906010,MIL,3,1,2,2,2,FBSFBH,5,4,fraza001,L,woodb005,R,,diaze005,,HP,F,16,0,34
2112,PIT201906010,MIL,3,1,2,3,1,.BBBFB,5,4,reynb001,L,woodb005,R,fraza001,diaze005,,W.2-3;1-2,F,14,0,35
2113,PIT201906010,MIL,3,1,2,0,0,X,5,4,newmk001,R,woodb005,R,reynb001,fraza001,diaze005,9/L,F,2,0,36
2118,PIT201906010,MIL,4,1,0,1,1,BFX,5,4,polag001,L,woodb005,R,,,,5/P5F,T,2,0,41
2119,PIT201906010,MIL,4,1,1,1,2,BSFFS,5,4,marts002,R,woodb005,R,,,,K,F,3,0,42
2120,PIT201906010,MIL,4,1,2,1,1,BSX,5,4,bellj005,L,woodb005,R,,,,3/G,F,2,0,43
2125,PIT201906010,MIL,5,1,0,2,2,BFFFBFFX,5,4,cabrm002,L,woodb005,R,,,,S7/L,T,20,0,48
2126,PIT201906010,MIL,5,1,0,0,1,FX,5,4,morac001,L,woodb005,R,cabrm002,,,S87/F.1-3,F,20,0,49
2127,PIT201906010,MIL,5,1,0,2,0,BBX,5,4,diaze005,R,woodb005,R,morac001,,cabrm002,S7/G.3-H;1-2,F,20,1,50
2128,PIT201906010,MIL,5,1,0,3,2,..BFBSFBT,5,5,fraza001,L,guerj003,R,diaze005,morac001,,K,F,3,0,51
2129,PIT201906010,MIL,5,1,1,1,2,.CBC*B,5,5,osunj001,R,guerj003,R,diaze005,morac001,,OA.2-3;1X2(24),F,12,0,52
2130,PIT201906010,MIL,5,1,2,3,2,.CBC*B.BX,5,5,osunj001,R,guerj003,R,,,morac001,HR/8/F.3-H,F,23,2,53
2131,PIT201906010,MIL,5,1,2,2,2,BBSFX,5,7,newmk001,R,guerj003,R,,,,13/G,F,2,0,54
2138,PIT201906010,MIL,6,1,0,1,2,CCBS,8,7,polag001,L,guerj003,R,,,,K,T,3,0,61
2139,PIT201906010,MIL,6,1,1,0,2,CSFX,8,7,marts002,R,guerj003,R,,,,S9/G,F,20,0,62
2140,PIT201906010,MIL,6,1,1,2,2,1B11SSBFFT,8,7,bellj005,L,guerj003,R,marts002,,,K,F,3,0,63
2141,PIT201906010,MIL,6,1,2,1,2,C1FBX,8,7,cabrm002,L,guerj003,R,marts002,,,43/G,F,2,0,64
2147,PIT201906010,MIL,7,1,0,1,2,..SFBFFFS,8,7,morac001,L,jeffj001,R,,,,K,T,3,0,70
2148,PIT201906010,MIL,7,1,1,1,2,SSBX,8,7,diaze005,R,jeffj001,R,,,,3/P3F,F,2,0,71
2149,PIT201906010,MIL,7,1,2,2,2,BCFBFX,8,7,fraza001,L,jeffj001,R,,,,8/F,F,2,0,72
2153,PIT201906010,MIL,8,1,0,0,1,CX,8,7,tuckc001,L,jeffj001,R,,,,D9/L+,T,21,0,76
