,Date,Vis_Team,Inning,Batting,Outs,Balls,Strikes,Pitch_Sequence,Vis_Score,Home_Score,Batter,Batter_Hand,Pitcher,Pitcher_Hand,First_Runner,Second_Runner,Third_Runner,Event_Text,Is_Leadoff,Event_Type,RBI,Event_Number
2154,PIT201906010,MIL,8,1,0,0,2,CFX,8,7,newmk001,R,jeffj001,R,,tuckc001,,S5/G-.2-3,F,20,0,77
2155,PIT201906010,MIL,8,1,0,1,2,..SBSS,8,7,polag001,L,hadej001,L,newmk001,,tuckc001,K,F,3,0,78
2156,PIT201906010,MIL,8,1,1,1,0,BX,8,7,marts002,R,hadej001,L,newmk001,,tuckc001,HR/8/F.3-H;1-H,F,23,3,79
2157,PIT201906010,MIL,8,1,1,2,2,BSSBS,8,10,bellj005,R,hadej001,L,,,,K,F,3,0,80
2158,PIT201906010,MIL,8,1,2,3,2,.BSBCFFBC,8,10,musgj001,R,hadej001,L,,,,K,F,3,0,81
2165,PIT201906010,MIL,9,1,0,2,2,...SFBFBS,10,10,morac001,L,hadej001,L,,,,K,T,3,0,88
2166,PIT201906010,MIL,9,1,1,1,0,BX,10,10,diaze005,R,hadej001,L,,,,5/P,F,2,0,89
2167,PIT201906010,MIL,9,1,2,3,0,BBBX,10,10,fraza001,L,hadej001,L,,,,T9/F,F,22,0,90
2168,PIT201906010,MIL,9,1,2,0,2,FCS,10,10,tuckc001,R,hadej001,L,,,fraza001,K,F,3,0,91
2176,PIT201906010,MIL,10,1,0,1,0,.BX,10,10,newmk001,R,albem001,R,,,,8/F,T,2,0,99
2177,PIT201906010,MIL,10,1,1,0,2,FSX,10,10,polag001,L,albem001,R,,,,8/L+,F,2,0,100
2178,PIT201906010,MIL,10,1,2,0,1,CX,10,10,marts002,R,albem001,R,,,,53/G,F,2,0,101
2185,PIT201906010,MIL,11,1,0,3,1,FBBBB,10,10,bellj005,L,albem001,R,,,,W,T,14,0,108
2186,PIT201906010,MIL,11,1,0,3,2,BLBBFX,10,10,mcraa001,R,albem001,R,bellj005,,,24/BG/SH.1-2,F,2,0,109
2187,PIT201906010,MIL,11,1,1,3,0,VVVV,10,10,morac001,L,albem001,R,,bellj005,,IW,F,15,0,110
2188,PIT201906010,MIL,11,1,1,1,2,BCFX,10,10,diaze005,R,albem001,R,morac001,bellj005,,64(1)3/GDP,F,2,0,111
2192,PIT201906010,MIL,12,1,0,1,2,.CBCFX,10,10,fraza001,L,housa001,R,,,,S8/G,T,20,0,115
2193,PIT201906010,MIL,12,1,0,2,2,CMBBS,10,10,tuckc001,L,housa001,R,fraza001,,,K,F,3,0,116
2194,PIT201906010,MIL,12,1,1,3,2,SBSB*BB,10,10,newmk001,R,housa001,R,fraza001,,,W.1-2,F,14,0,117
2195,PIT201906010,MIL,12,1,1,1,0,BB,10,10,polag001,L,housa001,R,newmk001,fraza001,,PB.2-3;1-2,F,10,0,118
2196,PIT201906010,MIL,12,1,1,3,0,BB.VV,10,10,polag001,L,housa001,R,,newmk001,fraza001,IW,F,15,0,119
2197,PIT201906010,MIL,12,1,1,0,0,X,10,10,marts002,R,housa001,R,polag001,newmk001,fraza001,52(3)/FO/G.2-3;1-2,F,2,0,120
2198,PIT201906010,MIL,12,1,2,0,2,CCS,10,10,bellj005,L,housa001,R,marts002,polag001,newmk001,K,F,3,0,121
2204,PIT201906010,MIL,13,1,0,0,0,.X,12,10,stalj001,R,housa001,R,,,,53/G,T,2,0,127
2205,PIT201906010,MIL,13,1,1,1,0,BX,12,10,morac001,L,housa001,R,,,,S7/G,F,20,0,128
2206,PIT201906010,MIL,13,1,1,2,2,CSBBX,12,10,diaze005,R,housa001,R,morac001,,,46(1)3/GDP,F,2,0,129
2211,PIT201906020,MIL,1,1,0,1,1,CBX,0,0,newmk001,R,daviz001,R,,,,6/L,T,2,0,5
2212,PIT201906020,MIL,1,1,1,2,0,BBX,0,0,reynb001,L,daviz001,R,,,,53/G,F,2,0,6
2213,PIT201906020,MIL,1,1,2,1,1,CBX,0,0,marts002,R,daviz001,R,,,,53/G,F,2,0,7
2220,PIT201906020,MIL,2,1,0,2,2,BCBFS,1,0,bellj005,L,daviz001,R,,,,K,T,3,0,14
2221,PIT201906020,MIL,2,1,1,3,2,CBBBFB,1,0,cabrm002,L,daviz001,R,,,,W,F,14,0,15
2222,PIT201906020,MIL,2,1,1,1,1,C*BX,1,0,morac001,L,daviz001,R,cabrm002,,,64(1)/FO/G+,F,2,0,16
2223,PIT201906020,MIL,2,1,2,3,1,BBCBX,1,0,stalj001,R,daviz001,R,morac001,,,9/F,F,2,0,17
2229,PIT201906020,MIL,3,1,0,1,1,BFX,3,0,fraza001,L,daviz001,R,,,,D9/L+,T,21,0,23
2230,PIT201906020,MIL,3,1,0,0,2,CCX,3,0,lylej001,R,daviz001,R,,fraza001,,63/G.2-3,F,2,0,24
2231,PIT201906020,MIL,3,1,1,0,2,CFX,3,0,newmk001,R,daviz001,R,,,fraza001,7/F/SF.3-H,F,2,1,25
2232,PIT201906020,MIL,3,1,2,2,0,BBX,3,1,reynb001,L,daviz001,R,,,,43/G,F,2,0,26
2237,PIT201906020,MIL,4,1,0,0,0,X,3,1,marts002,R,daviz001,R,,,,S1/BG.B-3(E1/TH),T,20,0,31
2238,PIT201906020,MIL,4,1,0,3,1,BBFB+3X,3,1,bellj005,L,daviz001,R,,,marts002,43/G.3-H,F,2,1,32
2239,PIT201906020,MIL,4,1,1,1,2,CBSX,3,2,cabrm002,L,daviz001,R,,,,S7/L,F,20,0,33
2240,PIT201906020,MIL,4,1,1,0,0,X,3,2,morac001,L,daviz001,R,cabrm002,,,6/P,F,2,0,34
2241,PIT201906020,MIL,4,1,2,2,1,BS*BX,3,2,stalj001,R,daviz001,R,cabrm002,,,S8/G.1-3,F,20,0,35
2242,PIT201906020,MIL,4,1,2,2,1,BBCX,3,2,fraza001,L,daviz001,R,stalj001,,cabrm002,1/L,F,2,0,36
2248,PIT201906020,MIL,5,1,0,2,2,BCCBFC,4,2,lylej001,R,daviz001,R,,,,K,T,3,0,42
2249,PIT201906020,MIL,5,1,1,0,1,CX,4,2,newmk001,R,daviz001,R,,,,63/G,F,2,0,43
2250,PIT201906020,MIL,5,1,2,0,0,X,4,2,reynb001,L,daviz001,R,,,,S9/L,F,20,0,44
2251,PIT201906020,MIL,5,1,2,0,0,X,4,2,marts002,R,daviz001,R,reynb001,,,4/P,F,2,0,45
2255,PIT201906020,MIL,6,1,0,2,2,BSBFX,4,2,bellj005,L,daviz001,R,,,,D8/L+,T,21,0,49
2256,PIT201906020,MIL,6,1,0,0,0,X,4,2,cabrm002,L,daviz001,R,,bellj005,,7/F,F,2,0,50
2257,PIT201906020,MIL,6,1,1,1,1,CBX,4,2,morac001,L,daviz001,R,,bellj005,,3/G.2-3,F,2,0,51
2258,PIT201906020,MIL,6,1,2,1,0,BX,4,2,stalj001,R,daviz001,R,,,bellj005,8/F,F,2,0,52
2263,PIT201906020,MIL,7,1,0,1,1,CBX,4,2,fraza001,L,daviz001,R,,,,3/G,T,2,0,57
2264,PIT201906020,MIL,7,1,1,1,1,.BFX,4,2,osunj001,R,daviz001,R,,,,C/E2,F,17,0,58
2265,PIT201906020,MIL,7,1,1,3,1,B*BCBX,4,2,newmk001,R,daviz001,R,osunj001,,,54(1)3/GDP,F,2,0,59
2269,PIT201906020,MIL,8,1,0,1,1,BCX,4,2,reynb001,L,daviz001,R,,,,D8/L+,T,21,0,63
2270,PIT201906020,MIL,8,1,0,0,2,FCX,4,2,marts002,R,daviz001,R,,reynb001,,63/G.2-3,F,2,0,64
2271,PIT201906020,MIL,8,1,1,2,2,SSBBS,4,2,bellj005,L,daviz001,R,,,reynb001,K,F,3,0,65
2272,PIT201906020,MIL,8,1,2,2,0,BBX,4,2,cabrm002,L,daviz001,R,,,reynb001,23/G-,F,2,0,66
2276,PIT201906020,MIL,9,1,0,2,0,..BBX,4,2,morac001,L,daviz001,R,,,,D8/L,T,21,0,70
2277,PIT201906020,MIL,9,1,0,1,1,..BFX,4,2,polag001,L,claua001,L,,morac001,,C/E2/,F,17,0,71
2278,PIT201906020,MIL,9,1,0,1,1,BLX,4,2,fraza001,L,claua001,L,polag001,morac001,,16(1)/FO/BG.2-3,F,2,0,72
2279,PIT201906020,MIL,9,1,1,0,2,..1SFS,4,2,diaze005,R,burnc002,R,fraza001,,morac001,K,F,3,0,73
2280,PIT201906020,MIL,9,1,2,1,2,BCFX,4,2,newmk001,R,burnc002,R,fraza001,,morac001,46(1)/FO/G,F,2,0,74
2286,PIT201906040,ATL,1,1,0,2,1,BCBX,1,0,newmk001,R,friem001,L,,,,9/L,T,2,0,6
2287,PIT201906040,ATL,1,1,1,1,1,CBX,1,0,reynb001,R,friem001,L,,,,7/L,F,2,0,7
2288,PIT201906040,ATL,1,1,2,1,2,BFFX,1,0,marts002,R,friem001,L,,,,S9/G,F,20,0,8
2289,PIT201906040,ATL,1,1,2,0,0,X,1,0,cabrm002,R,friem001,L,marts002,,,HR/7/F.1-H,F,23,2,9
2290,PIT201906040,ATL,1,1,2,1,0,BX,1,2,diaze005,R,friem001,L,,,,S9/G,F,20,0,10
2291,PIT201906040,ATL,1,1,2,0,1,CX,1,2,osunj001,R,friem001,L,diaze005,,,D9/F.1-3,F,21,0,11
2292,PIT201906040,ATL,1,1,2,3,2,CSBB*BX,1,2,tuckc001,R,friem001,L,,osunj001,diaze005,D9/L.3-H;2-H,F,21,2,12
2293,PIT201906040,ATL,1,1,2,3,0,VVVV,1,4,fraza001,L,friem001,L,,tuckc001,,IW,F,15,0,13
2294,PIT201906040,ATL,1,1,2,0,2,FSFS,1,4,braus002,L,friem001,L,fraza001,tuckc001,,K,F,3,0,14
2302,PIT201906040,ATL,2,1,0,0,1,CX,2,4,newmk001,R,friem001,L,,,,13/G,T,2,0,22
2303,PIT201906040,ATL,2,1,1,0,2,CCFFX,2,4,reynb001,R,friem001,L,,,,43/G,F,2,0,23
2304,PIT201906040,ATL,2,1,2,2,2,BFFBFFX,2,4,marts002,R,friem001,L,,,,D7/L,F,21,0,24
2305,PIT201906040,ATL,2,1,2,0,0,X,2,4,cabrm002,R,friem001,L,,marts002,,S9/G.2-H,F,20,1,25
2306,PIT201906040,ATL,2,1,2,2,2,CBSFBFFX,2,5,diaze005,R,friem001,L,cabrm002,,,S9/L.1-2,F,20,0,26
2307,PIT201906040,ATL,2,1,2,1,2,FBCX,2,5,osunj001,R,friem001,L,diaze005,cabrm002,,9/F,F,2,0,27
2313,PIT201906040,ATL,3,1,0,3,2,BBSBFB,2,5,tuckc001,R,friem001,L,,,,W,T,14,0,33
2314,PIT201906040,ATL,3,1,0,2,2,SSB1BS,2,5,fraza001,L,friem001,L,tuckc001,,,K,F,3,0,34
2315,PIT201906040,ATL,3,1,1,0,0,X,2,5,braus002,L,friem001,L,tuckc001,,,14/BG-/SH.1-2,F,2,0,35
2316,PIT201906040,ATL,3,1,2,0,1,SX,2,5,newmk001,R,friem001,L,,tuckc001,,S6/G-.2-3,F,20,0,36
2317,PIT201906040,ATL,3,1,2,0,0,X,2,5,reynb001,R,friem001,L,newmk001,,tuckc001,13/G,F,2,0,37
2322,PIT201906040,ATL,4,1,0,3,0,BBBX,2,5,marts002,R,friem001,L,,,,6/L,T,2,0,42
2323,PIT201906040,ATL,4,1,1,1,2,CBSFS,2,5,cabrm002,R,friem001,L,,,,K+WP.B-1,F,3,0,43
2324,PIT201906040,ATL,4,1,1,0,0,X,2,5,diaze005,R,friem001,L,cabrm002,,,13/G.1-2,F,2,0,44
2325,PIT201906040,ATL,4,1,2,2,2,BFBCX,2,5,osunj001,R,friem001,L,,cabrm002,,8/L,F,2,0,45
2329,PIT201906040,ATL,5,1,0,3,1,.CBBBX,2,5,tuckc001,L,toust001,R,,,,31/G,T,2,0,49
2330,PIT201906040,ATL,5,1,1,3,2,BBFBFFB,2,5,fraza001,L,toust001,R,,,,W,F,14,0,50
2331,PIT201906040,ATL,5,1,1,1,2,B1LCM,2,5,holmc001,R,toust001,R,fraza001,,,K,F,3,0,51
2332,PIT201906040,ATL,5,1,2,1,2,1BCS1FX,2,5,newmk001,R,toust001,R,fraza001,,,7/F,F,2,0,52
2339,PIT201906040,ATL,6,1,0,1,0,.BH,3,5,reynb001,L,winkd001,R,,,,HP,T,16,0,59
2340,PIT201906040,ATL,6,1,0,2,2,CFB*BX,3,5,marts002,R,winkd001,R,reynb001,,,13/G.1-2,F,2,0,60
2341,PIT201906040,ATL,6,1,1,0,0,X,3,5,cabrm002,L,winkd001,R,,reynb001,,7/L,F,2,0,61
2342,PIT201906040,ATL,6,1,2,1,2,*BSCFS,3,5,diaze005,R,winkd001,R,,reynb001,,K,F,3,0,62
2351,PIT201906040,ATL,7,1,0,2,2,.FBCFBFFS,6,5,osunj001,R,newcs001,L,,,,K,T,3,0,71
2352,PIT201906040,ATL,7,1,1,3,2,FCBBBB,6,5,tuckc001,R,newcs001,L,,,,W,F,14,0,72
2353,PIT201906040,ATL,7,1,1,0,2,CFFB,6,5,fraza001,L,newcs001,L,tuckc001,,,PB.1-2,F,10,0,73
2354,PIT201906040,ATL,7,1,1,2,2,CFFB.FBX,6,5,fraza001,L,newcs001,L,,tuckc001,,43/G.2-3,F,2,0,74
2355,PIT201906040,ATL,7,1,2,2,2,.CCBBFS,6,5,stalj001,R,swara001,R,,,tuckc001,K,F,3,0,75
2362,PIT201906040,ATL,8,1,0,1,2,CBSFX,9,5,newmk001,R,swara001,R,,,,3/G,T,2,0,82
2363,PIT201906040,ATL,8,1,1,1,1,BFX,9,5,reynb001,L,swara001,R,,,,S9/L+,F,20,0,83
2364,PIT201906040,ATL,8,1,1,2,1,BSBX,9,5,marts002,R,swara001,R,reynb001,,,64(1)/FO/G,F,2,0,84
2365,PIT201906040,ATL,8,1,2,3,1,BBBCB,9,5,cabrm002,L,swara001,R,marts002,,,W.1-2,F,14,0,85
2366,PIT201906040,ATL,8,1,2,0,1,.SX,9,5,morac001,L,swara001,R,cabrm002,marts002,,13/G,F,2,0,86
2373,PIT201906040,ATL,9,1,0,0,2,..CFS,12,5,osunj001,R,tomlj001,R,,,,K,T,3,0,93
2374,PIT201906040,ATL,9,1,1,1,0,BX,12,5,tuckc001,L,tomlj001,R,,,,7/F,F,2,0,94
2375,PIT201906040,ATL,9,1,2,0,1,CX,12,5,fraza001,L,tomlj001,R,,,,4/L,F,2,0,95
2379,PIT201906050,ATL,1,1,0,1,2,BCFX,0,0,newmk001,R,gausk001,R,,,,63/G,T,2,0,4
2380,PIT201906050,ATL,1,1,1,3,2,CBBBFX,0,0,reynb001,L,gausk001,R,,,,63/G,F,2,0,5
2381,PIT201906050,ATL,1,1,2,2,2,FBSFBX,0,0,marts002,R,gausk001,R,,,,D7/L+,F,21,0,6
2382,PIT201906050,ATL,1,1,2,1,0,BX,0,0,bellj005,L,gausk001,R,,marts002,,43/G,F,2,0,7
2388,PIT201906050,ATL,2,1,0,0,2,FFS,1,0,morac001,L,gausk001,R,,,,K,T,3,0,13
2389,PIT201906050,ATL,2,1,1,0,1,CX,1,0,polag001,L,gausk001,R,,,,S9/L,F,20,0,14
2390,PIT201906050,ATL,2,1,1,1,0,BB,1,0,diaze005,R,gausk001,R,polag001,,,SB2,F,4,0,15
2391,PIT201906050,ATL,2,1,1,3,2,BB.FSBFX,1,0,diaze005,R,gausk001,R,,polag001,,HR/78/F.2-H,F,23,2,16
2392,PIT201906050,ATL,2,1,1,2,2,TSBBFS,1,2,fraza001,L,gausk001,R,,,,K,F,3,0,17
2393,PIT201906050,ATL,2,1,2,2,2,FBTBX,1,2,musgj001,R,gausk001,R,,,,S7/G,F,20,0,18
2394,PIT201906050,ATL,2,1,2,0,0,X,1,2,newmk001,R,gausk001,R,musgj001,,,S8/L.1-2,F,20,0,19
2395,PIT201906050,ATL,2,1,2,2,2,S*BBSX,1,2,reynb001,L,gausk001,R,newmk001,musgj001,,S8/G.2-H;1-3,F,20,1,20
2396,PIT201906050,ATL,2,1,2,0,0,X,1,3,marts002,R,gausk001,R,reynb001,,newmk001,S7/G.3-H;1-2,F,20,1,21
2397,PIT201906050,ATL,2,1,2,2,1,BCBX,1,4,bellj005,L,gausk001,R,marts002,reynb001,,D7/F.2-H;1XH(762/TH),F,21,1,22
2402,PIT201906050,ATL,3,1,0,0,0,X,1,5,morac001,L,gausk001,R,,,,D8/L+,T,21,0,27
2403,PIT201906050,ATL,3,1,0,0,0,X,1,5,polag001,L,gausk001,R,,morac001,,D7/L+.2-H,F,21,1,28
2404,PIT201906050,ATL,3,1,0,3,0,B*BBX,1,6,diaze005,R,gausk001,R,,polag001,,63/G,F,2,0,29
2405,PIT201906050,ATL,3,1,1,0,0,X,1,6,fraza001,L,gausk001,R,,polag001,,8/F,F,2,0,30
2406,PIT201906050,ATL,3,1,2,0,2,CSS,1,6,musgj001,R,gausk001,R,,polag001,,K,F,3,0,31
2410,PIT201906050,ATL,4,1,0,0,0,X,1,6,newmk001,R,gausk001,R,,,,53/G-,T,2,0,35
2411,PIT201906050,ATL,4,1,1,1,1,CBX,1,6,reynb001,L,gausk001,R,,,,9/L,F,2,0,36
2412,PIT201906050,ATL,4,1,2,0,0,H,1,6,marts002,R,gausk001,R,,,,HP,F,16,0,37
2413,PIT201906050,ATL,4,1,2,0,0,1C,1,6,bellj005,L,gausk001,R,marts002,,,SB2,F,4,0,38
2414,PIT201906050,ATL,4,1,2,0,1,1C.X,1,6,bellj005,L,gausk001,R,,marts002,,3/G,F,2,0,39
2418,PIT201906050,ATL,5,1,0,2,0,BBX,1,6,morac001,L,gausk001,R,,,,HR/8/F,T,23,1,43
2419,PIT201906050,ATL,5,1,0,1,0,BX,1,7,polag001,L,gausk001,R,,,,S8/L,F,20,0,44
2420,PIT201906050,ATL,5,1,0,0,0,B,1,7,diaze005,R,gausk001,R,polag001,,,SB2,F,4,0,45
2421,PIT201906050,ATL,5,1,0,1,2,B.FFFX,1,7,diaze005,R,gausk001,R,,polag001,,8/L,F,2,0,46
2422,PIT201906050,ATL,5,1,1,0,2,CSFFFX,1,7,fraza001,L,gausk001,R,,polag001,,63/G.2-3,F,2,0,47
2423,PIT201906050,ATL,5,1,2,0,2,FSX,1,7,musgj001,R,gausk001,R,,,polag001,4/L,F,2,0,48
2427,PIT201906050,ATL,6,1,0,2,2,.BCBFX,1,7,newmk001,R,tomlj001,R,,,,13/G,T,2,0,52
2428,PIT201906050,ATL,6,1,1,1,2,CFFBX,1,7,reynb001,L,tomlj001,R,,,,E3/G,F,18,0,53
2429,PIT201906050,ATL,6,1,1,0,2,11CS1X,1,7,marts002,R,tomlj001,R,reynb001,,,S9/G.1-2,F,20,0,54
2430,PIT201906050,ATL,6,1,1,1,2,SBFFFFFX,1,7,bellj005,L,tomlj001,R,marts002,reynb001,,6(1)3/GDP,F,2,0,55
2434,PIT201906050,ATL,7,1,0,0,0,X,1,7,morac001,L,tomlj001,R,,,,43/G,T,2,0,59
2435,PIT201906050,ATL,7,1,1,1,0,BX,1,7,polag001,L,tomlj001,R,,,,43/G,F,2,0,60
2436,PIT201906050,ATL,7,1,2,1,1,CBX,1,7,diaze005,R,tomlj001,R,,,,7/L,F,2,0,61
2440,PIT201906050,ATL,8,1,0,2,1,.BTBX,1,7,fraza001,L,blevj001,L,,,,5/P5F,T,2,0,65
2441,PIT201906050,ATL,8,1,1,1,2,FSBX,1,7,musgj001,R,blevj001,L,,,,S8/L,F,20,0,66
2442,PIT201906050,ATL,8,1,1,1,2,*BSCS,1,7,newmk001,R,blevj001,L,musgj001,,,K,F,3,0,67
2443,PIT201906050,ATL,8,1,2,2,2,CS*BBS,1,7,reynb001,R,blevj001,L,musgj001,,,K,F,3,0,68
2455,PIT201906060,ATL,1,1,0,0,1,CX,1,0,newmk001,R,foltm001,R,,,,53/G,T,2,0,5
2456,PIT201906060,ATL,1,1,1,3,2,CBBSBFS,1,0,reynb001,L,foltm001,R,,,,K,F,3,0,6
2457,PIT201906060,ATL,1,1,2,3,2,SCBBBFX,1,0,marts002,R,foltm001,R,,,,8/F,F,2,0,7
2463,PIT201906060,ATL,2,1,0,2,2,BBSFX,1,0,bellj005,L,foltm001,R,,,,D9/L+,T,21,0,13
2464,PIT201906060,ATL,2,1,0,0,0,X,1,0,morac001,L,foltm001,R,,bellj005,,HR/89/F.2-H,F,23,2,14
2465,PIT201906060,ATL,2,1,0,1,1,BFX,1,2,polag001,L,foltm001,R,,,,HR/9/F,F,23,1,15
2466,PIT201906060,ATL,2,1,0,2,2,BBCFX,1,3,tuckc001,L,foltm001,R,,,,D9/L+,F,21,0,16
2467,PIT201906060,ATL,2,1,0,3,2,BBCBFB,1,3,stalj001,R,foltm001,R,,tuckc001,,W,F,14,0,17
2468,PIT201906060,ATL,2,1,0,0,0,X,1,3,archc001,R,foltm001,R,stalj001,tuckc001,,34/BG/SH.2-3;1-2,F,2,0,18
2469,PIT201906060,ATL,2,1,1,0,1,CX,1,3,newmk001,R,foltm001,R,,stalj001,tuckc001,5/L/DP.2X2(54),F,2,0,19
2475,PIT201906060,ATL,3,1,0,2,2,BFSBX,1,3,reynb001,L,foltm001,R,,,,S16/G-,T,20,0,25
2476,PIT201906060,ATL,3,1,0,0,0,1X,1,3,marts002,R,foltm001,R,reynb001,,,46(1)3/GDP,F,2,0,26
2477,PIT201906060,ATL,3,1,2,2,2,BBCFFX,1,3,bellj005,L,foltm001,R,,,,D9/G,F,21,0,27
2478,PIT201906060,ATL,3,1,2,2,2,BCF*BX,1,3,morac001,L,foltm001,R,,bellj005,,13/G-,F,2,0,28
2483,PIT201906060,ATL,4,1,0,2,2,BFSBX,1,3,polag001,L,foltm001,R,,,,43/G,T,2,0,33
2484,PIT201906060,ATL,4,1,1,2,2,BCSBS,1,3,tuckc001,L,foltm001,R,,,,K,F,3,0,34
2485,PIT201906060,ATL,4,1,2,3,2,SBSBBX,1,3,stalj001,R,foltm001,R,,,,7/F,F,2,0,35
2489,PIT201906060,ATL,5,1,0,1,2,CBFS,1,3,archc001,R,foltm001,R,,,,K,T,3,0,39
2490,PIT201906060,ATL,5,1,1,2,2,SBBFC,1,3,newmk001,R,foltm001,R,,,,K,F,3,0,40
2491,PIT201906060,ATL,5,1,2,2,0,BBX,1,3,reynb001,L,foltm001,R,,,,8/L,F,2,0,41
2495,PIT201906060,ATL,6,1,0,1,2,CFBX,1,3,marts002,R,foltm001,R,,,,7/L,T,2,0,45
2496,PIT201906060,ATL,6,1,1,2,2,CBBFX,1,3,bellj005,L,foltm001,R,,,,9/F,F,2,0,46
2497,PIT201906060,ATL,6,1,2,2,2,SSBFBS,1,3,morac001,L,foltm001,R,,,,K,F,3,0,47
2502,PIT201906060,ATL,7,1,0,0,2,.SCS,1,3,polag001,L,newcs001,L,,,,K,T,3,0,52
2503,PIT201906060,ATL,7,1,1,1,2,SBSX,1,3,tuckc001,R,newcs001,L,,,,53/G-,F,2,0,53
2504,PIT201906060,ATL,7,1,2,1,0,BX,1,3,stalj001,R,newcs001,L,,,,9/L,F,2,0,54
2510,PIT201906060,ATL,8,1,0,0,2,SCFX,1,3,fraza001,L,newcs001,L,,,,S8/F,T,20,0,60
2511,PIT201906060,ATL,8,1,0,3,2,.11FSBB*BX,1,3,newmk001,R,webbj002,R,fraza001,,,9/F,F,2,0,61
2512,PIT201906060,ATL,8,1,1,1,1,1SBX,1,3,reynb001,L,webbj002,R,fraza001,,,E6/G.1-2,F,18,0,62
2513,PIT201906060,ATL,8,1,1,2,2,FSBBFX,1,3,marts002,R,webbj002,R,reynb001,fraza001,,9/F,F,2,0,63
2514,PIT201906060,ATL,8,1,2,0,0,X,1,3,bellj005,L,webbj002,R,reynb001,fraza001,,D9/L+.2-H(UR);1-H(UR),F,21,2,64
2515,PIT201906060,ATL,8,1,2,0,0,S,1,5,diaze005,R,webbj002,R,,bellj005,,WP.2-3,F,9,0,65
2516,PIT201906060,ATL,8,1,2,3,2,S.FBB*BX,1,5,diaze005,R,webbj002,R,,,bellj005,D9/G.3-H(UR),F,21,1,66
2517,PIT201906060,ATL,8,1,2,2,2,BBSSFFS,1,6,polag001,L,webbj002,R,,diaze005,,K,F,3,0,67
2528,PIT201906180,DET,1,1,0,1,0,BX,0,0,newmk001,R,norrd002,L,,,,13/G,T,2,0,5
2529,PIT201906180,DET,1,1,1,0,2,CSS,0,0,reynb001,R,norrd002,L,,,,K,F,3,0,6
2530,PIT201906180,DET,1,1,2,3,2,FFBBFBFFC,0,0,marts002,R,norrd002,L,,,,K,F,3,0,7
2535,PIT201906180,DET,2,1,0,2,1,FBBX,0,0,bellj005,R,norrd002,L,,,,HR/8/F,T,23,1,12
2536,PIT201906180,DET,2,1,0,0,1,CX,0,1,cabrm002,R,norrd002,L,,,,43/G,F,2,0,13
2537,PIT201906180,DET,2,1,1,3,2,BBFBFX,0,1,diaze005,R,norrd002,L,,,,D9/F,F,21,0,14
2538,PIT201906180,DET,2,1,1,3,2,CF*B*BBX,0,1,kangj001,R,norrd002,L,,diaze005,,53/G,F,2,0,15
2539,PIT201906180,DET,2,1,2,1,1,BCX,0,1,fraza001,L,norrd002,L,,diaze005,,63/G,F,2,0,16
2546,PIT201906180,DET,3,1,0,2,2,BCCFBX,2,1,kellm003,R,norrd002,L,,,,43/G,T,2,0,23
2547,PIT201906180,DET,3,1,1,0,0,X,2,1,newmk001,R,norrd002,L,,,,7/F,F,2,0,24
2548,PIT201906180,DET,3,1,2,1,0,BX,2,1,reynb001,R,norrd002,L,,,,63/G,F,2,0,25
2554,PIT201906180,DET,4,1,0,2,0,BBX,4,1,marts002,R,norrd002,L,,,,63/G,T,2,0,31
2555,PIT201906180,DET,4,1,1,0,0,X,4,1,bellj005,R,norrd002,L,,,,9/F,F,2,0,32
2556,PIT201906180,DET,4,1,2,0,1,CX,4,1,cabrm002,R,norrd002,L,,,,63/G,F,2,0,33
2560,PIT201906180,DET,5,1,0,2,2,CCBBX,4,1,diaze005,R,norrd002,L,,,,S8/G,T,20,0,37
2561,PIT201906180,DET,5,1,0,0,1,FX,4,1,kangj001,R,norrd002,L,diaze005,,,T8/L+.1-H,F,22,1,38
2562,PIT201906180,DET,5,1,0,0,0,X,4,2,fraza001,L,norrd002,L,,,kangj001,8/F,F,2,0,39
2563,PIT201906180,DET,5,1,1,2,2,.BF*BFS,4,2,osunj001,R,norrd002,L,,,kangj001,K,F,3,0,40
2564,PIT201906180,DET,5,1,2,3,1,BBSBB,4,2,newmk001,R,norrd002,L,,,kangj001,W,F,14,0,41
2565,PIT201906180,DET,5,1,2,1,2,CCBX,4,2,reynb001,R,norrd002,L,newmk001,,kangj001,53/G-,F,2,0,42
2569,PIT201906180,DET,6,1,0,2,1,BCBX,4,2,marts002,R,norrd002,L,,,,53/G,T,2,0,46
2570,PIT201906180,DET,6,1,1,2,2,CBBFS,4,2,bellj005,R,norrd002,L,,,,K,F,3,0,47
2571,PIT201906180,DET,6,1,2,2,0,BBX,4,2,cabrm002,R,norrd002,L,,,,8/F,F,2,0,48
2576,PIT201906180,DET,7,1,0,1,2,.CCBX,4,2,diaze005,R,alcav001,R,,,,43/G,T,2,0,53
2577,PIT201906180,DET,7,1,1,2,1,FBBX,4,2,kangj001,R,alcav001,R,,,,E1/TH/G.B-2,F,18,0,54
2578,PIT201906180,DET,7,1,1,0,1,CX,4,2,fraza001,L,alcav001,R,,kangj001,,43/G.2-3,F,2,0,55
2579,PIT201906180,DET,7,1,2,0,1,..FX,4,2,morac001,L,stumd001,L,,,kangj001,S7/G.3-H(UR),F,20,1,56
2580,PIT201906180,DET,7,1,2,3,2,..BFF*BBX,4,3,newmk001,R,farmb001,R,musgj001,,,T9/L.1-H(TUR),F,22,1,57
