Date,Vis_Team,Inning,Batting,Outs,Balls,Strikes,Pitch_Sequence,Vis_Score,Home_Score,Batter,Batter_Hand,Pitcher,Pitcher_Hand,First_Runner,Second_Runner,Third_Runner,Event_Text,Is_Leadoff,Event_Type,RBI,Event_Number
PIT201907060,MIL,8,0,1,2,2,BBCSC,2,7,thame001,L,rodrr008,R,,,,K,F,3,0,70
PIT201907060,MIL,8,0,2,1,2,CFFFBFX,2,7,hiurk001,R,rodrr008,R,,,,4/P,F,2,0,71
PIT201907060,MIL,8,1,0,0,0,.X,2,7,kangj001,R,smitb005,R,,,,7/F,T,2,0,72
PIT201907060,MIL,8,1,1,2,0,BBX,2,7,fraza001,L,smitb005,R,,,,D9/G,F,21,0,73
PIT201907060,MIL,8,1,1,3,2,BCBSBFB,2,7,reynb001,L,smitb005,R,,fraza001,,W,F,14,0,74
PIT201907060,MIL,8,1,1,0,2,SFX,2,7,marts002,R,smitb005,R,reynb001,fraza001,,S7/G+.2-H;1-3,F,20,1,75
PIT201907060,MIL,8,1,1,2,2,SBCFBB,2,8,bellj005,L,smitb005,R,marts002,,reynb001,WP.1-2,F,9,0,76
PIT201907060,MIL,8,1,1,3,2,SBCFBB.FFS,2,8,bellj005,L,smitb005,R,,marts002,reynb001,K,F,3,0,77
PIT201907060,MIL,8,1,2,0,1,SX,2,8,morac001,L,smitb005,R,,marts002,reynb001,S48/G.3-H;2-H,F,20,2,78
PIT201907060,MIL,8,1,2,1,0,..BX,2,10,cabrm002,L,smitb005,R,morac001,,,HR/89/F.1-H,F,23,2,79
PIT201907060,MIL,8,1,2,1,1,BCX,2,12,newmk001,R,smitb005,R,,,,S7/L,F,20,0,80
PIT201907060,MIL,8,1,2,0,2,SFFX,2,12,diaze005,R,smitb005,R,newmk001,,,43/G+,F,2,0,81
PIT201907060,MIL,9,0,0,0,0,.X,2,12,gameb001,L,duram002,R,,,,31/G+,T,2,0,82
PIT201907060,MIL,9,0,1,2,1,BCBX,2,12,salat001,R,duram002,R,,,,7/L,F,2,0,83
PIT201907060,MIL,9,0,2,0,1,CX,2,12,pinam001,R,duram002,R,,,,9/F,F,2,0,84
PIT201907070,MIL,1,0,0,0,0,X,0,0,cainl001,R,musgj001,R,,,,7/L,T,2,0,1
PIT201907070,MIL,1,0,1,0,2,CFX,0,0,mousm001,L,musgj001,R,,,,S5/G-,F,20,0,2
PIT201907070,MIL,1,0,1,0,2,CSFX,0,0,grany001,L,musgj001,R,mousm001,,,D8/F+.1-3,F,21,0,3
PIT201907070,MIL,1,0,1,2,2,CSFBBC,0,0,hiurk001,R,musgj001,R,,grany001,mousm001,K,F,3,0,4
PIT201907070,MIL,1,0,2,1,1,FBX,0,0,thame001,L,musgj001,R,,grany001,mousm001,63/G,F,2,0,5
PIT201907070,MIL,1,1,0,2,2,FBBFX,0,0,fraza001,L,andec001,R,,,,S8/G,T,20,0,6
PIT201907070,MIL,1,1,0,3,2,BF1BBFX,0,0,reynb001,L,andec001,R,fraza001,,,6/P,F,2,0,7
PIT201907070,MIL,1,1,1,1,1,*B11FX,0,0,marts002,R,andec001,R,fraza001,,,13/G-.1-2,F,2,0,8
PIT201907070,MIL,1,1,2,2,1,BCBX,0,0,bellj005,L,andec001,R,,fraza001,,43/G,F,2,0,9
PIT201907070,MIL,2,0,0,3,2,BBBCFFX,0,0,aguij001,R,musgj001,R,,,,3/P,T,2,0,10
PIT201907070,MIL,2,0,1,1,2,CFBS,0,0,gameb001,L,musgj001,R,,,,K,F,3,0,11
PIT201907070,MIL,2,0,2,0,1,CX,0,0,salat001,R,musgj001,R,,,,3/P,F,2,0,12
PIT201907070,MIL,2,1,0,2,1,BCBX,0,0,cabrm002,L,andec001,R,,,,43/G,T,2,0,13
PIT201907070,MIL,2,1,1,1,1,FBX,0,0,morac001,L,andec001,R,,,,T7/L,F,22,0,14
PIT201907070,MIL,2,1,1,1,2,BFCX,0,0,newmk001,R,andec001,R,,,morac001,S9/G.3-H,F,20,1,15
PIT201907070,MIL,2,1,1,0,0,1X,0,1,stalj001,R,andec001,R,newmk001,,,S9/G.1-3,F,20,0,16
PIT201907070,MIL,2,1,1,0,1,SX,0,1,musgj001,R,andec001,R,stalj001,,newmk001,14/BG/SH.3-H;1-2,F,2,1,17
PIT201907070,MIL,2,1,2,3,0,BB*BX,0,2,fraza001,L,andec001,R,,stalj001,,43/G+,F,2,0,18
PIT201907070,MIL,3,0,0,0,2,CFS,0,2,andec001,R,musgj001,R,,,,K,T,3,0,19
PIT201907070,MIL,3,0,1,1,1,CBX,0,2,cainl001,R,musgj001,R,,,,63/G+,F,2,0,20
PIT201907070,MIL,3,0,2,0,0,X,0,2,mousm001,L,musgj001,R,,,,9/F+,F,2,0,21
PIT201907070,MIL,3,1,0,0,2,CCFX,0,2,reynb001,L,andec001,R,,,,43/G+,T,2,0,22
PIT201907070,MIL,3,1,1,2,2,BFBFS,0,2,marts002,R,andec001,R,,,,K,F,3,0,23
PIT201907070,MIL,3,1,2,3,2,CBBBFC,0,2,bellj005,L,andec001,R,,,,K,F,3,0,24
PIT201907070,MIL,4,0,0,2,0,BBX,0,2,grany001,L,musgj001,R,,,,7/F,T,2,0,25
PIT201907070,MIL,4,0,1,2,2,CBBSX,0,2,hiurk001,R,musgj001,R,,,,6/P,F,2,0,26
PIT201907070,MIL,4,0,2,3,2,CSBBBX,0,2,thame001,L,musgj001,R,,,,43/G,F,2,0,27
PIT201907070,MIL,4,1,0,0,0,X,0,2,cabrm002,L,andec001,R,,,,63/G,T,2,0,28
PIT201907070,MIL,4,1,1,1,2,CCBS,0,2,morac001,L,andec001,R,,,,K,F,3,0,29
PIT201907070,MIL,4,1,2,2,1,BSBX,0,2,newmk001,R,andec001,R,,,,S7/L,F,20,0,30
PIT201907070,MIL,4,1,2,0,1,SB,0,2,stalj001,R,andec001,R,newmk001,,,SB2,F,4,0,31
PIT201907070,MIL,4,1,2,3,1,SB.VVV,0,2,stalj001,R,andec001,R,,newmk001,,IW,F,15,0,32
PIT201907070,MIL,4,1,2,1,2,SBSS,0,2,musgj001,R,andec001,R,stalj001,newmk001,,K,F,3,0,33
PIT201907070,MIL,5,0,0,1,2,CBFFX,0,2,aguij001,R,musgj001,R,,,,HR/7/L,T,23,1,34
PIT201907070,MIL,5,0,0,1,2,CFFBT,1,2,gameb001,L,musgj001,R,,,,K,F,3,0,35
PIT201907070,MIL,5,0,1,1,0,BX,1,2,salat001,R,musgj001,R,,,,63/G+,F,2,0,36
PIT201907070,MIL,5,0,2,1,1,.CBX,1,2,arcio002,R,musgj001,R,,,,8/L,F,2,0,37
PIT201907070,MIL,5,1,0,0,1,.CX,1,2,fraza001,L,claua001,L,,,,D9/L,T,21,0,38
PIT201907070,MIL,5,1,0,0,0,X,1,2,reynb001,R,claua001,L,,fraza001,,DGR/7/F.2-H,F,21,1,39
PIT201907070,MIL,5,1,0,1,0,BX,1,3,marts002,R,claua001,L,,reynb001,,2/G-/BINT.2-2,F,2,0,40
PIT201907070,MIL,5,1,1,3,2,BCC*BF*BB,1,3,bellj005,R,claua001,L,,reynb001,,W,F,14,0,41
PIT201907070,MIL,5,1,1,0,1,CX,1,3,cabrm002,R,claua001,L,bellj005,reynb001,,14(1)3/GDP,F,2,0,42
PIT201907070,MIL,6,0,0,2,1,BSBX,1,3,cainl001,R,musgj001,R,,,,4/L,T,2,0,43
PIT201907070,MIL,6,0,1,0,0,X,1,3,mousm001,L,musgj001,R,,,,7/L,F,2,0,44
PIT201907070,MIL,6,0,2,1,1,BSX,1,3,grany001,L,musgj001,R,,,,D9/F,F,21,0,45
PIT201907070,MIL,6,0,2,0,2,FFS,1,3,hiurk001,R,musgj001,R,,grany001,,K,F,3,0,46
PIT201907070,MIL,6,1,0,2,2,.BSSBS,1,3,morac001,L,burnc002,R,,,,K,T,3,0,47
PIT201907070,MIL,6,1,1,1,2,FFFFBX,1,3,newmk001,R,burnc002,R,,,,8/F,F,2,0,48
PIT201907070,MIL,6,1,2,1,2,CBSFS,1,3,stalj001,R,burnc002,R,,,,K,F,3,0,49
PIT201907070,MIL,7,0,0,3,2,BCFBBB,1,3,thame001,L,musgj001,R,,,,W,T,14,0,50
PIT201907070,MIL,7,0,0,3,2,CBF*BBF1FX,1,3,aguij001,R,musgj001,R,thame001,,,HR/8/F.1-H,F,23,2,51
PIT201907070,MIL,7,0,0,3,1,.BSBBB,3,3,gameb001,L,lirif001,L,,,,W,F,14,0,52
PIT201907070,MIL,7,0,0,2,2,BCSBT,3,3,salat001,R,lirif001,L,gameb001,,,K,F,3,0,53
PIT201907070,MIL,7,0,1,0,0,.1X,3,3,braur002,R,lirif001,L,gameb001,,,7/F,F,2,0,54
PIT201907070,MIL,7,0,2,0,0,X,3,3,cainl001,R,lirif001,L,gameb001,,,7/F,F,2,0,55
PIT201907070,MIL,7,1,0,3,1,..BFBBB,3,3,kramk001,L,guerj003,R,,,,W,T,14,0,56
PIT201907070,MIL,7,1,0,0,1,CX,3,3,fraza001,L,guerj003,R,kramk001,,,S7/L.1-2,F,20,0,57
PIT201907070,MIL,7,1,0,3,2,BCFFBBX,3,3,reynb001,L,guerj003,R,fraza001,kramk001,,HR/89/F.2-H;1-H,F,23,3,58
PIT201907070,MIL,7,1,0,0,2,FSC,3,6,marts002,R,guerj003,R,,,,K,F,3,0,59
PIT201907070,MIL,7,1,1,2,2,CBBCS,3,6,bellj005,L,guerj003,R,,,,K,F,3,0,60
PIT201907070,MIL,7,1,2,3,1,BBCBB,3,6,cabrm002,L,guerj003,R,,,,W,F,14,0,61
PIT201907070,MIL,7,1,2,0,0,.X,3,6,morac001,L,jeffj001,R,cabrm002,,,S6/G-.1-2,F,20,0,62
PIT201907070,MIL,7,1,2,0,0,X,3,6,newmk001,R,jeffj001,R,morac001,cabrm002,,8/F,F,2,0,63
PIT201907070,MIL,8,0,0,3,1,.CBBBB,3,6,mousm001,L,crick001,R,,,,W,T,14,0,64
PIT201907070,MIL,8,0,0,1,2,CS*BS,3,6,grany001,L,crick001,R,mousm001,,,K,F,3,0,65
PIT201907070,MIL,8,0,1,1,2,CBCFX,3,6,hiurk001,R,crick001,R,mousm001,,,HR/9/F.1-H,F,23,2,66
PIT201907070,MIL,8,0,1,3,2,BFCBFBS,5,6,thame001,L,crick001,R,,,,K,F,3,0,67
PIT201907070,MIL,8,0,2,3,1,..CBBBX,5,6,aguij001,R,rivef001,L,,,,S9/F,F,20,0,68
PIT201907070,MIL,8,0,2,0,2,.FCFFFFFX,5,6,dubom001,R,rivef001,L,aguij001,,,3/G,F,2,0,69
PIT201907070,MIL,8,1,0,2,0,..BBX,5,6,stalj001,R,jeffj001,R,,,,53/G,T,2,0,70
PIT201907070,MIL,8,1,1,1,2,CBTS,5,6,kangj001,R,jeffj001,R,,,,K,F,3,0,71
PIT201907070,MIL,8,1,2,0,1,FX,5,6,fraza001,L,jeffj001,R,,,,43/G+,F,2,0,72
PIT201907070,MIL,9,0,0,0,0,X,5,6,salat001,R,rivef001,L,,,,S7/L+,T,20,0,73
PIT201907070,MIL,9,0,0,1,2,.CCBFFFS,5,6,pinam001,R,rivef001,L,salat001,,,K,F,3,0,74
PIT201907070,MIL,9,0,1,1,0,BX,5,6,cainl001,R,rivef001,L,salat001,,,46(1)3/GDP,F,2,0,75
PIT201907190,PHI,1,0,0,0,1,CX,0,0,kings001,R,lylej001,R,,,,S8/L,T,20,0,1
PIT201907190,PHI,1,0,0,1,2,CBFS,0,0,seguj002,R,lylej001,R,kings001,,,K,F,3,0,2
PIT201907190,PHI,1,0,1,1,0,*BX,0,0,harpb003,L,lylej001,R,kings001,,,D9/G.1-3,F,21,0,3
PIT201907190,PHI,1,0,1,3,2,BFCFFF*B*BFB,0,0,hoskr001,R,lylej001,R,,harpb003,kings001,W,F,14,0,4
PIT201907190,PHI,1,0,1,1,2,CFBS,0,0,realj001,R,lylej001,R,hoskr001,harpb003,kings001,K,F,3,0,5
PIT201907190,PHI,1,0,2,0,1,FX,0,0,hernc005,L,lylej001,R,hoskr001,harpb003,kings001,7/F,F,2,0,6
PIT201907190,PHI,1,1,0,1,2,BFFX,0,0,fraza001,L,arrij001,R,,,,43/G,T,2,0,7
PIT201907190,PHI,1,1,1,1,0,BX,0,0,reynb001,L,arrij001,R,,,,S9/G,F,20,0,8
PIT201907190,PHI,1,1,1,1,0,BC,0,0,marts002,R,arrij001,R,reynb001,,,SB2,F,4,0,9
PIT201907190,PHI,1,1,1,3,2,BC.F*BFF*BX,0,0,marts002,R,arrij001,R,,reynb001,,53/G,F,2,0,10
PIT201907190,PHI,1,1,2,1,0,*BX,0,0,bellj005,L,arrij001,R,,reynb001,,6/P,F,2,0,11
PIT201907190,PHI,2,0,0,3,2,BCBCBS,0,0,franm004,R,lylej001,R,,,,K,T,3,0,12
PIT201907190,PHI,2,0,1,2,2,CBFBS,0,0,hasea001,L,lylej001,R,,,,K,F,3,0,13
PIT201907190,PHI,2,0,2,1,2,SCBC,0,0,arrij001,R,lylej001,R,,,,K,F,3,0,14
PIT201907190,PHI,2,1,0,1,2,BFFC,0,0,morac001,L,arrij001,R,,,,K,T,3,0,15
PIT201907190,PHI,2,1,1,0,2,FFFX,0,0,dickc002,L,arrij001,R,,,,S49/G,F,20,0,16
PIT201907190,PHI,2,1,1,2,2,*BBFFC,0,0,newmk001,R,arrij001,R,dickc002,,,K+SB2,F,3,0,17
PIT201907190,PHI,2,1,2,3,2,*BCSB*BX,0,0,diaze005,R,arrij001,R,,dickc002,,S8/G.2-H,F,20,1,18
PIT201907190,PHI,2,1,2,0,2,CSC,0,1,lylej001,R,arrij001,R,diaze005,,,K,F,3,0,19
PIT201907190,PHI,3,0,0,2,2,BBCCX,0,1,kings001,R,lylej001,R,,,,7/F,T,2,0,20
PIT201907190,PHI,3,0,1,1,1,SBX,0,1,seguj002,R,lylej001,R,,,,63/G,F,2,0,21
PIT201907190,PHI,3,0,2,3,2,BBFFFBX,0,1,harpb003,L,lylej001,R,,,,63/G,F,2,0,22
PIT201907190,PHI,3,1,0,2,2,BFFBS,0,1,fraza001,L,arrij001,R,,,,K,T,3,0,23
PIT201907190,PHI,3,1,1,2,0,BBX,0,1,reynb001,L,arrij001,R,,,,31/G,F,2,0,24
PIT201907190,PHI,3,1,2,3,2,FBBFBX,0,1,marts002,R,arrij001,R,,,,53/G,F,2,0,25
PIT201907190,PHI,4,0,0,0,0,X,0,1,hoskr001,R,lylej001,R,,,,63/G,T,2,0,26
PIT201907190,PHI,4,0,1,1,1,FBX,0,1,realj001,R,lylej001,R,,,,D9/F,F,21,0,27
PIT201907190,PHI,4,0,1,3,2,BBBCSFX,0,1,hernc005,L,lylej001,R,,realj001,,FC1/G.2X3(156),F,19,0,28
PIT201907190,PHI,4,0,2,0,0,1X,0,1,franm004,R,lylej001,R,hernc005,,,7/F,F,2,0,29
PIT201907190,PHI,4,1,0,3,1,BBFBX,0,1,bellj005,L,arrij001,R,,,,7/F,T,2,0,30
PIT201907190,PHI,4,1,1,0,1,FX,0,1,morac001,L,arrij001,R,,,,S7/L.BX2(74/TH),F,20,0,31
PIT201907190,PHI,4,1,2,2,1,BFBX,0,1,dickc002,L,arrij001,R,,,,S7/L,F,20,0,32
PIT201907190,PHI,4,1,2,0,0,X,0,1,newmk001,R,arrij001,R,dickc002,,,64(1)/FO/G,F,2,0,33
PIT201907190,PHI,5,0,0,0,2,SCX,0,1,hasea001,L,lylej001,R,,,,HR/8/F,T,23,1,34
PIT201907190,PHI,5,0,0,0,0,X,1,1,arrij001,R,lylej001,R,,,,7/F,F,2,0,35
PIT201907190,PHI,5,0,1,1,2,CBFX,1,1,kings001,R,lylej001,R,,,,S5/G,F,20,0,36
PIT201907190,PHI,5,0,1,2,2,BF*BCX,1,1,seguj002,R,lylej001,R,kings001,,,54(1)3/GDP,F,2,0,37
PIT201907190,PHI,5,1,0,1,2,CSBX,1,1,diaze005,R,arrij001,R,,,,13/G,T,2,0,38
PIT201907190,PHI,5,1,1,1,0,BX,1,1,lylej001,R,arrij001,R,,,,13/G-,F,2,0,39
PIT201907190,PHI,5,1,2,0,1,CX,1,1,fraza001,L,arrij001,R,,,,53/G,F,2,0,40
PIT201907190,PHI,6,0,0,2,2,SBBCFS,1,1,harpb003,L,lylej001,R,,,,K,T,3,0,41
PIT201907190,PHI,6,0,1,2,2,CCBBFFFS,1,1,hoskr001,R,lylej001,R,,,,K,F,3,0,42
PIT201907190,PHI,6,0,2,0,0,X,1,1,realj001,R,lylej001,R,,,,S8/L,F,20,0,43
PIT201907190,PHI,6,0,2,3,2,CBF*BBX,1,1,hernc005,L,lylej001,R,realj001,,,S48/G.1-3,F,20,0,44
PIT201907190,PHI,6,0,2,0,2,.CFS,1,1,franm004,R,rodrr008,R,hernc005,,realj001,K,F,3,0,45
PIT201907190,PHI,6,1,0,1,0,BX,1,1,reynb001,L,arrij001,R,,,,7/F,T,2,0,46
PIT201907190,PHI,6,1,1,1,1,CBX,1,1,marts002,R,arrij001,R,,,,63/G,F,2,0,47
PIT201907190,PHI,6,1,2,3,2,BFCBBFFB,1,1,bellj005,L,arrij001,R,,,,W,F,14,0,48
PIT201907190,PHI,6,1,2,1,0,BX,1,1,morac001,L,arrij001,R,bellj005,,,D8/L+.1-3,F,21,0,49
PIT201907190,PHI,6,1,2,3,0,VVVV,1,1,dickc002,L,arrij001,R,,morac001,bellj005,IW,F,15,0,50
PIT201907190,PHI,6,1,2,1,2,.BFFX,1,1,newmk001,R,nicaj001,R,dickc002,morac001,bellj005,13/G,F,2,0,51
PIT201907190,PHI,7,0,0,0,1,CX,1,1,hasea001,L,rodrr008,R,,,,8/F,T,2,0,52
PIT201907190,PHI,7,0,1,1,1,.FBX,1,1,millb002,L,rodrr008,R,,,,S7/G,F,20,0,53
PIT201907190,PHI,7,0,1,3,2,C*BSBBB,1,1,kings001,R,rodrr008,R,millb002,,,W.1-2,F,14,0,54
PIT201907190,PHI,7,0,1,1,2,CBCFX,1,1,seguj002,R,rodrr008,R,kings001,millb002,,16(1)/FO/G.2-3,F,2,0,55
PIT201907190,PHI,7,0,2,0,0,X,1,1,harpb003,L,rodrr008,R,seguj002,,millb002,S8/L.3-H;1-2,F,20,1,56
PIT201907190,PHI,7,0,2,3,0,B*BBB,2,1,hoskr001,R,rodrr008,R,harpb003,seguj002,,W.2-3;1-2,F,14,0,57
PIT201907190,PHI,7,0,2,2,2,BFSBX,2,1,realj001,R,rodrr008,R,hoskr001,harpb003,seguj002,8/F,F,2,0,58
PIT201907190,PHI,7,1,0,1,2,.BSFFX,2,1,diaze005,R,alvaj003,L,,,,6/P,T,2,0,59
PIT201907190,PHI,7,1,1,2,2,.SBCFFBFX,2,1,osunj001,R,alvaj003,L,,,,13/G,F,2,0,60
PIT201907190,PHI,7,1,2,1,0,BX,2,1,fraza001,L,alvaj003,L,,,,43/G,F,2,0,61
PIT201907190,PHI,8,0,0,0,0,.X,2,1,hernc005,L,crick001,R,,,,63/G,T,2,0,62
PIT201907190,PHI,8,0,1,3,0,BBBB,2,1,franm004,R,crick001,R,,,,W,F,14,0,63
PIT201907190,PHI,8,0,1,2,1,CBBX,2,1,hasea001,L,crick001,R,franm004,,,8/L,F,2,0,64
PIT201907190,PHI,8,0,2,1,2,.BSCFX,2,1,willn001,L,crick001,R,franm004,,,S8/L.1-2,F,20,0,65
PIT201907190,PHI,8,0,2,3,2,SSFBBB*B,2,1,kings001,R,crick001,R,willn001,franm004,,W.2-3;1-2,F,14,0,66
PIT201907190,PHI,8,0,2,2,2,BSFFFFFBFFFFX,2,1,seguj002,R,crick001,R,kings001,willn001,franm004,S3/G.3-H;2-3;1-2,F,20,1,67
PIT201907190,PHI,8,0,2,3,2,.SBBBSX,3,1,harpb003,L,holmc001,R,seguj002,kings001,willn001,13/G,F,2,0,68
PIT201907190,PHI,8,1,0,0,2,.CSS,3,1,reynb001,R,irvic001,L,,,,K,T,3,0,69
PIT201907190,PHI,8,1,1,2,2,BFCBX,3,1,marts002,R,irvic001,L,,,,7/L,F,2,0,70
PIT201907190,PHI,8,1,2,2,2,FBCFBFX,3,1,bellj005,R,irvic001,L,,,,23/G-,F,2,0,71
PIT201907190,PHI,9,0,0,0,1,CX,3,1,hoskr001,R,holmc001,R,,,,7/F,T,2,0,72
PIT201907190,PHI,9,0,1,1,1,BCX,3,1,realj001,R,holmc001,R,,,,S7/G,F,20,0,73
PIT201907190,PHI,9,0,1,0,2,CFX,3,1,hernc005,L,holmc001,R,realj001,,,S8/G.1-3,F,20,0,74
PIT201907190,PHI,9,0,1,0,0,X,3,1,franm004,R,holmc001,R,hernc005,,realj001,S1/G-.3-H;1-3(E1/TH);B-2,F,20,1,75
PIT201907190,PHI,9,0,1,0,0,B,4,1,hasea001,L,holmc001,R,,franm004,hernc005,WP.3-H(NR);2-3,F,9,0,76
PIT201907190,PHI,9,0,1,2,2,B.SBFX,5,1,hasea001,L,holmc001,R,,,franm004,D9/F.3-H,F,21,1,77
PIT201907190,PHI,9,0,1,0,2,SCC,6,1,irvic001,L,holmc001,R,,hasea001,,K,F,3,0,78
PIT201907190,PHI,9,0,2,3,2,BC*BBFX,6,1,kings001,R,holmc001,R,,hasea001,,5/P,F,2,0,79
PIT201907190,PHI,9,1,0,2,1,.CBBX,6,1,kangj001,R,irvic001,L,,,,1/P,T,2,0,80
PIT201907190,PHI,9,1,1,1,2,BCSX,6,1,dickc002,L,irvic001,L,,,,S5/G-,F,20,0,81
PIT201907190,PHI,9,1,1,0,0,X,6,1,newmk001,R,irvic001,L,dickc002,,,6/P,F,2,0,82
PIT201907190,PHI,9,1,2,1,2,CBCX,6,1,diaze005,R,irvic001,L,dickc002,,,4/P,F,2,0,83
PIT201907200,PHI,1,0,0,1,2,FCBFX,0,0,kings001,R,musgj001,R,,,,7/F,T,2,0,1
PIT201907200,PHI,1,0,1,0,1,FX,0,0,seguj002,R,musgj001,R,,,,S7/G+,F,20,0,2
PIT201907200,PHI,1,0,1,1,2,SFBX,0,0,harpb003,L,musgj001,R,seguj002,,,56(1)3/GDP,F,2,0,3
PIT201907200,PHI,1,1,0,0,0,X,0,0,fraza001,L,efliz001,R,,,,13/BG,T,2,0,4
PIT201907200,PHI,1,1,1,0,2,CFS,0,0,reynb001,L,efliz001,R,,,,K,F,3,0,5
PIT201907200,PHI,1,1,2,0,1,CX,0,0,marts002,R,efliz001,R,,,,63/G,F,2,0,6
PIT201907200,PHI,2,0,0,3,2,CBCBFBS,0,0,hoskr001,R,musgj001,R,,,,K,T,3,0,7
PIT201907200,PHI,2,0,1,1,2,BFCS,0,0,realj001,R,musgj001,R,,,,K,F,3,0,8
PIT201907200,PHI,2,0,2,1,0,BX,0,0,millb002,L,musgj001,R,,,,31/G,F,2,0,9
PIT201907200,PHI,2,1,0,2,1,BFBH,0,0,bellj005,L,efliz001,R,,,,HP,T,16,0,10
PIT201907200,PHI,2,1,0,1,2,BF1CS,0,0,morac001,L,efliz001,R,bellj005,,,K,F,3,0,11
PIT201907200,PHI,2,1,1,3,2,BSBCFBX,0,0,dickc002,L,efliz001,R,bellj005,,,7/F,F,2,0,12
PIT201907200,PHI,2,1,2,1,2,S1SBX,0,0,newmk001,R,efliz001,R,bellj005,,,53/G,F,2,0,13
PIT201907200,PHI,3,0,0,2,2,CBBCX,0,0,hernc005,L,musgj001,R,,,,31/G,T,2,0,14
PIT201907200,PHI,3,0,1,2,1,BFBX,0,0,hasea001,L,musgj001,R,,,,63/G,F,2,0,15
PIT201907200,PHI,3,0,2,0,2,CSS,0,0,efliz001,R,musgj001,R,,,,K,F,3,0,16
PIT201907200,PHI,3,1,0,1,2,CSBS,0,0,stalj001,R,efliz001,R,,,,K,T,3,0,17
PIT201907200,PHI,3,1,1,0,0,X,0,0,musgj001,R,efliz001,R,,,,D7/L,F,21,0,18
PIT201907200,PHI,3,1,1,0,1,FX,0,0,fraza001,L,efliz001,R,,musgj001,,7/F,F,2,0,19
PIT201907200,PHI,3,1,2,2,0,B*BX,0,0,reynb001,L,efliz001,R,,musgj001,,S9/L.2-H;B-2(TH),F,20,1,20
PIT201907200,PHI,3,1,2,1,0,BX,0,1,marts002,R,efliz001,R,,reynb001,,D7/L+.2-H,F,21,1,21
PIT201907200,PHI,3,1,2,2,2,CBC*BX,0,2,bellj005,L,efliz001,R,,marts002,,S8/F-.2-H,F,20,1,22
PIT201907200,PHI,3,1,2,0,0,X,0,3,morac001,L,efliz001,R,bellj005,,,3/G-,F,2,0,23
PIT201907200,PHI,4,0,0,2,2,CBBSX,0,3,kings001,R,musgj001,R,,,,9/F,T,2,0,24
PIT201907200,PHI,4,0,1,0,2,FCH,0,3,seguj002,R,musgj001,R,,,,HP,F,16,0,25
PIT201907200,PHI,4,0,1,3,2,L1BC*BBFB,0,3,harpb003,L,musgj001,R,seguj002,,,W.1-2,F,14,0,26
PIT201907200,PHI,4,0,1,0,2,CSX,0,3,hoskr001,R,musgj001,R,harpb003,seguj002,,8/F,F,2,0,27
PIT201907200,PHI,4,0,2,1,2,*BFFS,0,3,realj001,R,musgj001,R,harpb003,seguj002,,K,F,3,0,28
PIT201907200,PHI,4,1,0,1,1,BSX,0,3,dickc002,L,efliz001,R,,,,D8/L+,T,21,0,29
PIT201907200,PHI,4,1,0,1,2,LFFFBFX,0,3,newmk001,R,efliz001,R,,dickc002,,63/G.2-3,F,2,0,30
PIT201907200,PHI,4,1,1,1,1,*BFX,0,3,stalj001,R,efliz001,R,,,dickc002,FC6/G.3XH(62),F,19,0,31
PIT201907200,PHI,4,1,2,0,0,X,0,3,musgj001,R,efliz001,R,stalj001,,,64(1)/FO/G,F,2,0,32
PIT201907200,PHI,5,0,0,3,2,BFBFBB,0,3,millb002,L,musgj001,R,,,,W,T,14,0,33
PIT201907200,PHI,5,0,0,0,0,X,0,3,hernc005,L,musgj001,R,millb002,,,FC3/G+.1-3(E3);B-2,F,19,0,34
PIT201907200,PHI,5,0,0,3,2,BCBBFX,0,3,hasea001,L,musgj001,R,,hernc005,millb002,31/G.3-H(UR);2-3,F,2,1,35
PIT201907200,PHI,5,0,1,1,2,.CBSS,1,3,willn001,L,musgj001,R,,,hernc005,K23,F,3,0,36
PIT201907200,PHI,5,0,2,3,2,CFBBFFFBT,1,3,kings001,R,musgj001,R,,,hernc005,K,F,3,0,37
PIT201907200,PHI,5,1,0,1,1,.BCX,1,3,fraza001,L,piven001,R,,,,31/G,T,2,0,38
PIT201907200,PHI,5,1,1,2,0,BBX,1,3,reynb001,L,piven001,R,,,,7/F,F,2,0,39
PIT201907200,PHI,5,1,2,2,2,BFBCX,1,3,marts002,R,piven001,R,,,,S2/G-.B-2(E2/TH),F,20,0,40
PIT201907200,PHI,5,1,2,3,0,BBVV,1,3,bellj005,L,piven001,R,,marts002,,IW,F,15,0,41
PIT201907200,PHI,5,1,2,2,2,BBFFS,1,3,morac001,L,piven001,R,bellj005,marts002,,K,F,3,0,42
PIT201907200,PHI,6,0,0,1,2,CFBX,1,3,seguj002,R,musgj001,R,,,,S8/L,T,20,0,43
PIT201907200,PHI,6,0,0,0,2,CFS,1,3,harpb003,L,musgj001,R,seguj002,,,K,F,3,0,44
PIT201907200,PHI,6,0,1,1,0,BX,1,3,hoskr001,R,musgj001,R,seguj002,,,8/F,F,2,0,45
PIT201907200,PHI,6,0,2,2,2,B1SSBC,1,3,realj001,R,musgj001,R,seguj002,,,K,F,3,0,46
PIT201907200,PHI,6,1,0,1,0,BX,1,3,dickc002,L,piven001,R,,,,D8/L+,T,21,0,47
PIT201907200,PHI,6,1,0,0,1,CX,1,3,newmk001,R,piven001,R,,dickc002,,FC1/G.2-3,F,19,0,48
